Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Planet_Radius,Planet_Mass,Tday,Temp_equilibrium,log10g_p,Period,Transit_Duration,K_mag,Distance,Temp_stellar_eff,log10g_s,Transit_Flag,Catalog_Name
Kepler-1521 b,0.0,0.0,0.013,0.22,0.01966,516.0,434.0,2.991,47.1484,3.0668,10.8,227.0,5042.0,4.59,True,exoplanets.org
Kepler-243 b,0.0,0.001,0.007,0.22,0.019086,1099.0,924.0,2.996,5.7154,2.484,13.1,,5228.0,4.565,True,exoplanets.org
Kepler-1522 b,0.001,0.001,0.006,0.15,0.01275,1849.0,1554.0,3.125,1.8479,1.8934,12.6,690.0,5706.0,4.49,True,exoplanets.org
Kepler-1523 b,0.002,0.001,0.004,0.14,0.011796,2351.0,1977.0,3.167,0.9388,1.3901,13.2,918.0,5708.0,4.46,True,exoplanets.org
Kepler-1524 b,0.0,0.0,0.011,0.32,0.038303,666.0,560.0,2.978,70.9675,6.8992,11.3,506.0,6179.0,4.31,True,exoplanets.org
Kepler-152 b,0.0,0.0,0.013,0.25,0.023501,674.0,567.0,2.973,18.208,3.756,12.3,,5088.0,4.605,True,exoplanets.org
Kepler-1525 b,0.001,0.0,0.008,0.08,0.002066,1768.0,1487.0,2.892,2.4166,1.9656,11.2,396.0,5748.0,4.44,True,exoplanets.org
Kepler-1526 b,0.0,0.001,0.008,0.22,0.018888,1047.0,880.0,2.997,3.9086,1.8427,13.2,576.0,4601.0,4.62,True,exoplanets.org
Kepler-1527 b,0.0,0.0,0.005,0.43,0.075422,522.0,439.0,3.013,160.1299,13.176,13.6,1560.0,6224.0,4.27,True,exoplanets.org
Kepler-228 c,0.001,0.001,0.006,0.24,0.022217,1552.0,1305.0,2.977,4.1344,3.123,14.1,,6043.0,4.467,True,exoplanets.org
Kepler-1528 b,0.001,0.001,0.003,0.13,0.010712,1994.0,1677.0,3.196,1.7911,2.0981,13.0,916.0,5857.0,4.43,True,exoplanets.org
Kepler-1529 b,0.0,0.001,0.005,0.19,0.015575,1075.0,904.0,3.043,5.3391,1.6507,13.3,683.0,5048.0,4.58,True,exoplanets.org
Kepler-1530 b,0.001,0.001,0.006,0.15,0.012155,1553.0,1306.0,3.15,2.5904,2.1618,12.3,552.0,5477.0,4.52,True,exoplanets.org
Kepler-26 e,0.0,0.0,0.006,0.22,0.01864,385.0,324.0,3.0,46.8279,2.084,12.6,,4486.0,4.733,True,exoplanets.org
Kepler-1530 c,0.0,0.001,0.005,0.15,0.012228,1222.0,1027.0,3.147,5.3227,2.5711,12.3,552.0,5477.0,4.52,True,exoplanets.org
Kepler-1531 b,0.002,0.001,0.005,0.1,0.004222,2699.0,2269.0,3.028,1.1385,2.0922,11.8,670.0,6260.0,4.29,True,exoplanets.org
Kepler-1532 b,0.001,0.001,0.004,0.12,0.008197,2105.0,1770.0,3.149,1.0937,1.4839,13.2,824.0,5559.0,4.51,True,exoplanets.org
