Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Planet_Radius,Planet_Mass,Tday,Temp_equilibrium,log10g_p,Period,Transit_Duration,K_mag,Distance,Temp_stellar_eff,log10g_s,Transit_Flag,Catalog_Name
Kepler-684 b,0.0,0.001,0.006,0.3,0.034031,1124.0,945.0,2.972,6.7703,1.9398,13.8,1066.0,5493.0,4.53,True,exoplanets.org
KOI 1494.01,0.0,0.0,0.005,0.18,0.01547,874.0,735.0,3.064,8.196,2.824,13.4,,4723.0,4.557,True,exoplanets.org
Kepler-685 b,0.059,0.027,0.01,0.94,1.0,2198.0,1848.0,3.444,1.6255,2.3878,13.3,1145.0,5963.0,4.36,True,exoplanets.org
Kepler-686 b,0.048,0.032,0.015,1.08,1.0,1919.0,1613.0,3.324,1.5947,1.9561,13.9,1203.0,5649.0,4.49,True,exoplanets.org
Kepler-687 b,0.0,0.0,0.01,0.31,0.037741,646.0,543.0,2.977,20.5059,4.0602,13.2,628.0,4841.0,4.6,True,exoplanets.org
KOI 1429.01,0.0,0.0,0.005,0.42,0.075605,387.0,325.0,3.031,205.9127,9.992,13.9,,5644.0,4.457,True,exoplanets.org
Kepler-688 b,0.006,0.011,0.008,0.87,0.696016,1462.0,1229.0,3.357,3.8959,2.3389,13.9,1247.0,5715.0,4.47,True,exoplanets.org
Kepler-689 b,0.0,0.0,0.006,0.26,0.025066,764.0,643.0,2.97,22.3666,5.1509,13.7,1044.0,5518.0,4.51,True,exoplanets.org
Kepler-68 b,0.003,0.006,0.035,0.21,0.026183,1488.0,1252.0,3.044,5.3988,3.5193,8.6,135.0,5793.0,4.281,True,exoplanets.org
Kepler-68 c,0.0,0.001,0.005,0.08,0.015142,1228.0,1033.0,3.335,9.6051,2.5959,8.6,135.0,5793.0,4.281,True,exoplanets.org
Kepler-690 b,0.001,0.002,0.008,0.53,0.118744,1295.0,1089.0,3.019,7.7481,3.5631,14.1,1653.0,5913.0,4.35,True,exoplanets.org
KOI 1499.02,0.001,0.0,0.007,0.06,0.000584,2313.0,1945.0,2.675,0.8406,1.404,12.7,,5440.0,4.438,True,exoplanets.org
KOI 1499.03,0.0,0.0,0.004,0.08,0.002076,1188.0,999.0,2.912,6.2092,2.637,12.7,,5440.0,4.438,True,exoplanets.org
Kepler-691 b,0.0,0.0,0.01,0.19,0.015479,595.0,500.0,3.045,8.1144,2.2579,12.5,239.0,3715.0,4.76,True,exoplanets.org
Kepler-692 b,0.0,0.0,0.006,0.28,0.028747,752.0,633.0,2.968,21.8129,4.3891,13.7,1000.0,5440.0,4.53,True,exoplanets.org
Kepler-693 b,0.0,0.003,0.012,0.91,0.503122,714.0,600.0,3.18,15.3756,3.2673,14.2,1002.0,4881.0,4.61,True,exoplanets.org
KOI 1426.03,0.0,0.002,0.167,2.91,1.0,422.0,355.0,2.467,150.019,4.3823,12.8,,5618.0,4.46,True,exoplanets.org
Kepler-694 b,0.0,0.001,0.007,0.25,0.023683,1234.0,1037.0,2.973,6.3658,2.9697,13.5,1023.0,5700.0,4.47,True,exoplanets.org
Kepler-695 b,0.008,0.02,0.017,0.82,0.542157,1348.0,1134.0,3.299,3.0403,1.8394,12.9,620.0,5181.0,4.57,True,exoplanets.org
Kepler-696 b,0.003,0.005,0.011,0.55,0.136415,1543.0,1297.0,3.052,4.1904,2.8403,13.6,1285.0,5903.0,4.39,True,exoplanets.org
KOI 1437.01,0.0,0.0,0.002,0.14,0.012207,1279.0,1075.0,3.166,7.0173,3.567,13.8,,6052.0,4.456,True,exoplanets.org
Kepler-697 b,0.001,0.003,0.011,0.37,0.055791,1387.0,1166.0,3.009,3.7099,3.096,13.8,1091.0,5513.0,4.52,True,exoplanets.org
Kepler-698 b,0.0,0.001,0.009,0.33,0.041857,873.0,734.0,2.984,16.3298,6.373,13.8,1135.0,5612.0,4.5,True,exoplanets.org
Kepler-699 b,0.0,0.005,0.018,1.26,1.0,659.0,554.0,3.194,27.8076,4.2058,13.7,888.0,5330.0,4.58,True,exoplanets.org
KOI 1445.02,0.0,0.0,0.006,0.07,0.001188,708.0,596.0,2.807,54.3256,9.86,11.2,,6343.0,4.411,True,exoplanets.org
Kepler-69 b,0.0,0.001,0.009,0.2,0.01687,963.0,810.0,3.021,13.7223,4.9815,12.2,,5638.0,4.4,True,exoplanets.org
Kepler-69 c,0.0,0.0,0.003,0.15,0.01263,370.0,311.0,3.13,242.4613,11.3988,12.2,,5638.0,4.4,True,exoplanets.org
Kepler-6 b,0.088,0.074,0.067,1.32,0.669376,1786.0,1502.0,2.974,3.2347,3.9408,11.6,,5647.0,4.236,True,exoplanets.org
Kepler-700 b,0.0,0.0,0.01,0.53,0.12013,530.0,446.0,3.019,80.8721,11.1139,13.6,1061.0,5692.0,4.47,True,exoplanets.org
Kepler-701 b,0.0,0.001,0.009,0.25,0.02419,940.0,790.0,2.972,10.3553,3.4276,13.1,755.0,5343.0,4.54,True,exoplanets.org
Kepler-702 b,0.0,0.006,0.009,0.82,0.531485,956.0,803.0,3.294,10.5263,2.5212,13.5,892.0,5419.0,4.53,True,exoplanets.org
KOI 1411.01,0.0,0.0,0.012,0.7,0.208068,369.0,310.0,3.025,305.0762,6.255,11.7,,5716.0,4.348,True,exoplanets.org
Kepler-703 b,0.006,0.007,0.008,0.73,0.349418,1671.0,1405.0,3.209,4.5835,2.7149,13.6,1482.0,6185.0,4.29,True,exoplanets.org
Kepler-704 b,0.001,0.001,0.008,0.23,0.021041,1456.0,1224.0,2.983,3.7618,3.3906,13.6,1054.0,5616.0,4.46,True,exoplanets.org
Kepler-705 b,0.0,0.0,0.008,0.19,0.015673,316.0,266.0,3.041,56.0561,4.595,12.5,251.0,3722.0,4.75,True,exoplanets.org
KOI 1408.01,0.0,0.0,0.006,0.12,0.009137,546.0,459.0,3.187,14.5341,3.3094,11.8,,3957.0,4.693,True,exoplanets.org
Kepler-706 b,0.0,0.003,0.015,1.18,1.0,599.0,504.0,3.254,41.4083,5.023,13.3,810.0,5394.0,4.54,True,exoplanets.org
Kepler-707 b,0.0,0.001,0.004,0.12,0.007968,1444.0,1215.0,3.144,2.2375,1.8241,13.0,626.0,5099.0,4.58,True,exoplanets.org
Kepler-708 b,0.001,0.001,0.007,0.26,0.025609,1563.0,1314.0,2.969,3.1679,2.1875,13.9,1241.0,5692.0,4.47,True,exoplanets.org
KOI 142.01,0.0,0.003,0.02,0.35,0.052233,986.0,829.0,3.023,10.9161,3.6496,11.5,,5575.0,4.521,True,exoplanets.org
Kepler-709 b,0.0,0.0,0.009,0.26,0.025609,749.0,630.0,2.969,16.0852,3.5655,13.1,668.0,5071.0,4.58,True,exoplanets.org
Kepler-710 b,0.0,0.001,0.004,0.17,0.013866,1357.0,1141.0,3.086,4.3473,2.0739,13.4,919.0,5611.0,4.5,True,exoplanets.org
Kepler-711 b,0.0,0.0,0.01,0.3,0.035051,686.0,577.0,2.973,23.5891,4.7592,13.1,664.0,5222.0,4.56,True,exoplanets.org
Kepler-712 b,0.0,0.0,0.007,0.3,0.035051,694.0,584.0,2.973,21.0225,4.0906,13.8,944.0,5148.0,4.58,True,exoplanets.org
Kepler-712 c,0.0,0.0,0.006,0.43,0.077998,314.0,264.0,3.013,226.8905,7.525,13.8,944.0,5148.0,4.58,True,exoplanets.org
Kepler-713 b,0.0,0.001,0.005,0.22,0.019398,1213.0,1020.0,2.993,7.4111,2.4852,13.3,1003.0,5785.0,4.44,True,exoplanets.org
KOI 1466.01,0.0,0.0,0.006,0.97,0.792953,278.0,233.0,3.323,281.5629,8.853,13.9,,4810.0,4.536,True,exoplanets.org
Kepler-714 b,0.002,0.008,0.008,0.86,0.667539,1275.0,1072.0,3.347,8.0989,4.2148,13.8,1460.0,5995.0,4.37,True,exoplanets.org
Kepler-715 b,0.0,0.001,0.009,0.34,0.044076,1130.0,950.0,2.988,10.0065,5.2181,13.6,1214.0,5871.0,4.42,True,exoplanets.org
Kepler-716 b,0.0,0.001,0.009,0.26,0.025245,872.0,733.0,2.97,10.3717,3.0479,13.1,675.0,5099.0,4.58,True,exoplanets.org
KOI 1470.01,0.0,0.001,0.007,0.38,0.063503,937.0,788.0,3.029,15.434,4.2572,14.0,,5900.0,4.509,True,exoplanets.org
Kepler-717 b,0.0,0.001,0.008,0.22,0.018763,1290.0,1085.0,2.999,4.4084,4.933,14.0,1126.0,5485.0,4.53,True,exoplanets.org
Kepler-718 b,0.087,0.041,0.026,1.48,1.0,2212.0,1860.0,3.055,2.0523,2.0801,13.6,1520.0,6191.0,4.28,True,exoplanets.org
Kepler-719 b,0.004,0.009,0.011,0.76,0.4002,1371.0,1153.0,3.235,5.0073,4.2223,14.1,1427.0,5777.0,4.45,True,exoplanets.org
KOI 151.01,0.0,0.003,0.013,0.47,0.095426,1103.0,927.0,3.034,13.4472,3.0454,12.6,,6276.0,4.405,True,exoplanets.org
Kepler-720 b,0.004,0.012,0.015,0.75,0.381266,1328.0,1116.0,3.225,4.7083,3.1746,13.2,880.0,5618.0,4.49,True,exoplanets.org
Kepler-721 b,0.0,0.001,0.008,0.24,0.021479,1082.0,910.0,2.98,5.392,2.981,13.6,848.0,5075.0,4.58,True,exoplanets.org
Kepler-722 b,0.0,0.001,0.005,0.23,0.021332,1530.0,1287.0,2.981,4.0936,2.2856,13.8,1375.0,5863.0,4.41,True,exoplanets.org
KOI 1519.02,0.0,0.0,0.002,0.16,0.013613,538.0,453.0,3.112,57.1329,4.958,13.4,,5157.0,4.445,True,exoplanets.org
Kepler-722 c,0.0,0.0,0.003,0.25,0.02402,519.0,436.0,2.972,105.1447,7.2389,13.8,1375.0,5863.0,4.41,True,exoplanets.org
Kepler-723 b,0.011,0.026,0.018,1.09,1.0,1357.0,1141.0,3.321,4.0823,3.238,13.5,965.0,5539.0,4.51,True,exoplanets.org
Kepler-724 b,0.001,0.002,0.009,0.29,0.032559,1409.0,1185.0,2.97,3.3149,1.7069,13.4,862.0,5437.0,4.53,True,exoplanets.org
KOI 1522.02,0.0,0.0,0.003,0.09,0.003377,1042.0,876.0,3.005,12.6549,4.325,12.7,,5833.0,4.407,True,exoplanets.org
Kepler-725 b,0.0,0.002,0.015,0.95,0.623509,603.0,507.0,3.235,39.6432,6.4663,13.2,778.0,5363.0,4.54,True,exoplanets.org
Kepler-726 b,0.0,0.0,0.007,0.29,0.031849,753.0,633.0,2.97,21.8045,3.3931,13.3,838.0,5452.0,4.53,True,exoplanets.org
Kepler-727 b,0.0,0.001,0.007,0.23,0.020062,1219.0,1025.0,2.988,5.1545,2.8866,13.4,892.0,5441.0,4.53,True,exoplanets.org
KOI 1563.02,0.0,0.001,0.009,0.29,0.03221,947.0,796.0,2.988,8.2908,3.613,13.7,,5103.0,4.562,True,exoplanets.org
Kepler-728 b,0.0,0.001,0.008,0.3,0.033533,1259.0,1058.0,2.971,5.7435,3.4527,13.9,1236.0,5660.0,4.49,True,exoplanets.org
Kepler-729 b,0.001,0.002,0.009,0.32,0.039163,1514.0,1273.0,2.98,3.1664,3.3039,14.1,1271.0,5633.0,4.5,True,exoplanets.org
Kepler-730 b,0.002,0.008,0.009,0.82,0.542157,1263.0,1062.0,3.299,6.4917,4.3164,14.1,1455.0,5726.0,4.43,True,exoplanets.org
KOI 1602.01,0.0,0.0,0.003,0.23,0.020694,1336.0,1124.0,3.003,9.9772,5.908,13.3,,5557.0,4.037,True,exoplanets.org
Kepler-731 b,0.02,0.027,0.018,1.24,1.0,1565.0,1316.0,3.209,3.8556,3.2097,13.8,1311.0,5849.0,4.41,True,exoplanets.org
Kepler-732 b,0.0,0.0,0.018,0.19,0.016274,537.0,451.0,3.03,9.4678,2.4437,11.7,150.0,3631.0,4.79,True,exoplanets.org
Kepler-732 c,0.001,0.002,0.013,0.11,0.006682,1179.0,992.0,3.113,0.893,1.1042,11.7,150.0,3631.0,4.79,True,exoplanets.org
KOI 1375.01,0.0,0.0,0.006,0.65,0.166013,403.0,338.0,2.993,321.2124,4.012,12.2,,6018.0,4.257,True,exoplanets.org
Kepler-733 b,0.0,0.0,0.006,0.25,0.02402,761.0,640.0,2.972,20.8342,4.0748,13.6,980.0,5418.0,4.53,True,exoplanets.org
Kepler-734 b,0.0,0.003,0.021,0.32,0.038874,1083.0,910.0,2.979,6.1049,4.6759,12.7,553.0,5326.0,4.59,True,exoplanets.org
Kepler-735 b,0.0,0.0,0.006,0.26,0.025979,851.0,716.0,2.969,11.5152,2.0189,13.5,790.0,5107.0,4.57,True,exoplanets.org
KOI 1360.03,0.001,0.0,0.004,0.08,0.001838,2065.0,1736.0,2.889,0.764,1.103,13.5,,5142.0,4.602,True,exoplanets.org
Kepler-736 b,0.0,0.001,0.008,0.26,0.025609,1286.0,1082.0,2.969,3.6015,2.5219,13.8,1007.0,5217.0,4.56,True,exoplanets.org
Kepler-737 b,0.0,0.0,0.01,0.17,0.014466,396.0,333.0,3.068,28.5992,3.6632,12.1,195.0,3813.0,4.77,True,exoplanets.org
Kepler-738 b,0.0,0.0,0.004,0.22,0.01966,697.0,586.0,2.991,24.5872,3.8669,13.8,992.0,5327.0,4.55,True,exoplanets.org
KOI 1362.01,0.0,0.0,0.007,0.23,0.02135,702.0,591.0,3.0,20.5136,3.4769,13.4,,5310.0,4.608,True,exoplanets.org
Kepler-739 b,0.0,0.001,0.007,0.3,0.033042,948.0,797.0,2.971,12.5325,4.0098,13.8,1128.0,5601.0,4.51,True,exoplanets.org
Kepler-740 b,0.001,0.003,0.01,0.41,0.069004,1379.0,1159.0,3.012,3.5841,2.7445,14.2,1262.0,5438.0,4.52,True,exoplanets.org
Kepler-741 b,0.0,0.001,0.005,0.27,0.026355,1423.0,1196.0,2.969,7.039,3.8898,13.7,1530.0,6129.0,4.31,True,exoplanets.org
KOI 1338.03,0.0,0.0,0.002,0.12,0.010066,862.0,725.0,3.204,21.0112,4.507,13.1,,5823.0,4.427,True,exoplanets.org
Kepler-742 b,0.0,0.001,0.013,0.29,0.031384,826.0,695.0,2.969,8.3609,2.7016,12.8,499.0,4642.0,4.62,True,exoplanets.org
Kepler-743 b,0.0,0.001,0.007,0.11,0.005719,1423.0,1197.0,3.085,3.1793,1.0248,10.8,258.0,5486.0,4.55,True,exoplanets.org
Kepler-744 b,0.0,0.0,0.004,0.14,0.012082,973.0,818.0,3.154,12.0622,2.1007,11.9,486.0,5594.0,4.48,True,exoplanets.org
Kepler-745 b,0.0,0.0,0.005,0.19,0.016172,1129.0,949.0,3.032,9.9314,5.659,13.6,1199.0,5849.0,4.42,True,exoplanets.org
Kepler-746 b,0.0,0.0,0.005,0.1,0.004222,1434.0,1206.0,3.028,3.4816,1.8389,11.8,450.0,5418.0,4.46,True,exoplanets.org
Kepler-747 b,0.0,0.001,0.013,0.47,0.09235,579.0,487.0,3.015,35.6176,8.4208,13.6,855.0,5096.0,4.58,True,exoplanets.org
KOI 1358.01,0.0,0.001,0.009,0.24,0.022456,967.0,813.0,2.995,5.6449,2.2599,13.2,,4769.0,4.622,True,exoplanets.org
Kepler-748 b,0.0,0.001,0.005,0.23,0.019927,1293.0,1087.0,2.989,7.4074,3.5804,13.6,1271.0,5934.0,4.38,True,exoplanets.org
Kepler-749 b,0.0,0.0,0.007,0.28,0.028747,714.0,600.0,2.968,17.3172,3.1599,13.5,753.0,5009.0,4.59,True,exoplanets.org
Kepler-74 b,0.01,0.017,0.021,1.32,0.66711,1481.0,1245.0,2.977,7.3407,2.699,13.0,1330.0,6050.0,4.2,True,exoplanets.org
KOI 1358.02,0.0,0.0,0.005,0.17,0.014464,835.0,703.0,3.087,8.7429,2.6277,13.2,,4769.0,4.622,True,exoplanets.org
Kepler-750 b,0.0,0.001,0.007,0.27,0.028127,1294.0,1088.0,2.968,9.4289,4.4123,13.1,1181.0,6160.0,4.32,True,exoplanets.org
Kepler-750 c,0.0,0.0,0.003,0.14,0.012082,1709.0,1437.0,3.154,4.089,3.4651,13.1,1181.0,6160.0,4.32,True,exoplanets.org
Kepler-751 b,0.0,0.0,0.007,0.22,0.019141,798.0,671.0,2.995,17.4449,4.0988,13.1,748.0,5387.0,4.54,True,exoplanets.org
KOI 1358.04,0.0,0.0,0.003,0.11,0.0065,1296.0,1090.0,3.126,2.3459,1.6795,13.2,,4769.0,4.622,True,exoplanets.org
Kepler-752 b,0.0,0.0,0.006,0.25,0.02385,771.0,648.0,2.972,18.8275,4.7321,13.9,1075.0,5373.0,4.54,True,exoplanets.org
Kepler-753 b,0.0,0.001,0.009,0.17,0.014034,854.0,718.0,3.08,5.7477,1.8222,11.9,278.0,4346.0,4.65,True,exoplanets.org
Kepler-754 b,0.0,0.0,0.004,0.18,0.014824,1024.0,861.0,3.059,14.5596,5.76,13.5,1192.0,5935.0,4.39,True,exoplanets.org
KOI 1359.01,0.0,0.0,0.007,0.28,0.031782,692.0,582.0,2.988,37.1011,5.5556,13.5,,5986.0,4.527,True,exoplanets.org
Kepler-755 b,0.003,0.002,0.01,0.16,0.01298,1730.0,1455.0,3.116,1.2691,1.5736,11.9,368.0,5043.0,4.58,True,exoplanets.org
Kepler-755 c,0.0,0.001,0.005,0.11,0.006482,1320.0,1110.0,3.107,2.8531,1.4352,11.9,368.0,5043.0,4.58,True,exoplanets.org
Kepler-756 b,0.001,0.0,0.004,0.1,0.004374,1857.0,1562.0,3.035,1.2249,1.7027,13.5,852.0,5282.0,4.57,True,exoplanets.org
Kepler-76 b,0.185,0.065,0.017,1.36,2.01,2529.0,2127.0,3.455,1.5449,1.4393,12.1,,6409.0,4.2,True,exoplanets.org
Kepler-757 b,0.002,0.0,0.003,0.12,0.008429,2565.0,2157.0,3.154,1.0227,1.3395,13.0,1016.0,6014.0,4.37,True,exoplanets.org
Kepler-758 b,0.0,0.001,0.005,0.22,0.019398,1291.0,1086.0,2.993,12.1097,5.808,13.1,1353.0,6228.0,4.19,True,exoplanets.org
Kepler-758 c,0.0,0.0,0.003,0.15,0.012523,1763.0,1482.0,3.134,4.7579,4.6769,13.1,1353.0,6228.0,4.19,True,exoplanets.org
KOI 1393.01,0.0,0.002,0.013,0.19,0.016192,1035.0,871.0,3.05,1.6947,1.6864,12.8,,3764.0,4.739,True,exoplanets.org
Kepler-758 d,0.0,0.0,0.003,0.19,0.015771,1083.0,911.0,3.039,20.4966,6.3792,13.1,1353.0,6228.0,4.19,True,exoplanets.org
Kepler-758 e,0.0,0.0,0.002,0.14,0.012426,1470.0,1237.0,3.221,8.1935,5.047,13.1,1353.0,6228.0,4.19,True,exoplanets.org
Kepler-759 b,0.0,0.0,0.004,0.2,0.017236,700.0,589.0,3.016,41.806,6.132,13.0,892.0,5860.0,4.42,True,exoplanets.org
KOI 1421.01,0.0,0.0,0.005,0.91,0.571444,204.0,171.0,3.231,1693.6636,22.604,13.7,,5923.0,4.445,True,exoplanets.org
Kepler-75 b,0.001,0.01,0.001,1.03,9.98479,1008.0,848.0,4.368,8.8849,1.872,13.1,1140.0,5330.0,4.5,True,exoplanets.org
Kepler-760 b,0.0,0.001,0.009,0.27,0.027923,996.0,837.0,2.968,8.7042,2.9741,13.2,782.0,5322.0,4.54,True,exoplanets.org
Kepler-760 c,0.0,0.0,0.003,0.13,0.011266,1516.0,1275.0,3.205,2.467,1.5646,13.2,782.0,5322.0,4.54,True,exoplanets.org
KOI 1397.01,0.0,0.0,0.008,0.17,0.014226,665.0,560.0,3.094,6.247,1.4848,12.4,,3821.0,4.764,True,exoplanets.org
Kepler-761 b,0.0,0.0,0.004,0.18,0.015008,1050.0,883.0,3.055,10.128,3.3632,13.2,867.0,5706.0,4.48,True,exoplanets.org
Kepler-762 b,0.018,0.023,0.014,1.13,1.0,1609.0,1353.0,3.287,3.7706,3.8277,14.0,1465.0,5944.0,4.4,True,exoplanets.org
Kepler-763 b,0.001,0.0,0.003,0.11,0.005904,1835.0,1543.0,3.091,1.1966,1.1901,13.8,902.0,5166.0,4.57,True,exoplanets.org
KOI 1398.01,0.0,0.001,0.006,0.27,0.028004,1241.0,1044.0,2.986,5.8235,2.2441,14.2,,5774.0,4.526,True,exoplanets.org
Kepler-764 b,0.0,0.0,0.003,0.15,0.012155,1120.0,942.0,3.15,7.3368,3.5119,13.6,1013.0,5557.0,4.51,True,exoplanets.org
Kepler-765 b,0.0,0.0,0.005,0.22,0.018888,816.0,686.0,2.997,27.6655,6.5081,13.2,1000.0,5901.0,4.41,True,exoplanets.org
Kepler-766 b,0.001,0.001,0.007,0.3,0.034537,1417.0,1192.0,2.972,6.1003,4.7487,14.0,1614.0,5992.0,4.36,True,exoplanets.org
Kepler-767 b,0.0,0.0,0.006,0.59,0.121945,418.0,351.0,2.936,161.528,3.6935,13.8,1185.0,5694.0,4.48,True,exoplanets.org
Kepler-768 b,0.0,0.0,0.003,0.16,0.013215,849.0,714.0,3.107,11.391,2.297,13.5,795.0,5108.0,4.58,True,exoplanets.org
Kepler-769 b,0.0,0.001,0.005,0.26,0.025609,1427.0,1200.0,2.969,7.4261,3.7017,13.4,1362.0,6186.0,4.3,True,exoplanets.org
KOI 1278.02,0.0,0.0,0.005,0.22,0.019696,630.0,529.0,3.009,44.3472,6.43,13.7,,5600.0,4.455,True,exoplanets.org
Kepler-769 c,0.0,0.0,0.002,0.16,0.013215,1105.0,929.0,3.107,15.987,4.279,13.4,1362.0,6186.0,4.3,True,exoplanets.org
Kepler-770 b,0.0,0.0,0.005,0.2,0.017459,834.0,701.0,3.013,18.9254,3.7409,12.9,761.0,5598.0,4.49,True,exoplanets.org
Kepler-770 c,0.001,0.001,0.004,0.11,0.005538,1951.0,1641.0,3.079,1.4753,2.3261,12.9,761.0,5598.0,4.49,True,exoplanets.org
Kepler-770 d,0.0,0.0,0.003,0.13,0.009401,1382.0,1162.0,3.174,4.1524,2.5916,12.9,761.0,5598.0,4.49,True,exoplanets.org
Kepler-771 b,0.0,0.0,0.004,0.16,0.013374,1197.0,1007.0,3.101,8.7349,4.4441,13.2,1000.0,5906.0,4.42,True,exoplanets.org
Kepler-772 b,0.0,0.0,0.005,0.16,0.013374,1052.0,885.0,3.101,12.9921,5.9838,12.3,689.0,5714.0,4.33,True,exoplanets.org
KOI 1310.02,0.0,0.0,0.002,0.3,0.034915,541.0,455.0,2.991,144.6889,9.468,13.1,,5372.0,4.007,True,exoplanets.org
Kepler-773 b,0.0,0.001,0.004,0.13,0.010175,1539.0,1295.0,3.187,3.7491,1.8438,11.9,528.0,5850.0,4.45,True,exoplanets.org
Kepler-774 b,0.001,0.001,0.006,0.28,0.030034,1696.0,1427.0,2.968,11.0896,6.3412,11.6,1190.0,6403.0,3.87,True,exoplanets.org
Kepler-775 b,0.002,0.001,0.008,0.11,0.005361,2098.0,1765.0,3.073,0.9749,1.5975,11.8,400.0,5468.0,4.56,True,exoplanets.org
KOI 1311.01,0.0,0.001,0.005,0.59,0.128973,852.0,716.0,2.961,83.5782,7.2487,12.1,,6056.0,3.788,True,exoplanets.org
Kepler-776 b,0.0,0.0,0.003,0.11,0.006887,1114.0,937.0,3.118,4.8972,1.799,13.3,727.0,5071.0,4.58,True,exoplanets.org
Kepler-777 b,0.0,0.0,0.004,0.13,0.010987,758.0,638.0,3.201,5.7281,1.9804,13.0,383.0,4043.0,4.71,True,exoplanets.org
Kepler-778 b,0.0,0.0,0.003,0.15,0.012449,1221.0,1027.0,3.137,3.7557,2.2971,13.8,899.0,5102.0,4.58,True,exoplanets.org
Kepler-79 e,0.0,0.0,0.011,0.32,0.0129,694.0,583.0,2.5,81.0653,3.686,12.6,,6189.0,4.223,True,exoplanets.org
Kepler-779 b,0.0,0.0,0.008,0.08,0.002158,612.0,515.0,2.901,7.0971,2.244,12.6,224.0,3804.0,4.81,True,exoplanets.org
Kepler-77 b,0.02,0.033,0.039,0.96,0.430957,1483.0,1247.0,3.07,3.5788,2.9338,12.4,570.0,5520.0,4.42,True,exoplanets.org
Kepler-780 b,0.002,0.001,0.009,0.08,0.001891,2712.0,2280.0,2.876,0.6774,1.8243,11.8,520.0,5769.0,4.42,True,exoplanets.org
Kepler-79 c,,,,0.34,0.0186,867.0,729.0,2.603,27.402,,12.6,,6187.0,4.42,True,exoplanets.org
Kepler-781 b,0.0,0.0,0.006,0.26,0.025066,818.0,688.0,2.97,13.2141,3.4241,14.0,1036.0,5162.0,4.58,True,exoplanets.org
Kepler-782 b,0.0,0.0,0.014,0.29,0.030701,447.0,376.0,2.969,158.6853,11.677,11.3,412.0,5867.0,4.42,True,exoplanets.org
Kepler-783 b,0.0,0.0,0.006,0.07,0.001233,1328.0,1117.0,2.795,4.2926,2.622,12.3,544.0,5521.0,4.51,True,exoplanets.org
KOI 1331.01,0.0,0.0,0.005,0.17,0.014147,906.0,762.0,3.096,6.8008,1.9883,13.0,,4805.0,4.633,True,exoplanets.org
Kepler-784 b,0.0,0.0,0.005,0.14,0.011796,844.0,710.0,3.167,31.5923,13.8408,11.6,604.0,5674.0,4.19,True,exoplanets.org
Kepler-785 b,0.022,0.046,0.027,1.16,1.0,1361.0,1145.0,3.264,1.9738,1.8292,13.4,666.0,4739.0,4.62,True,exoplanets.org
Kepler-786 b,0.0,0.0,0.007,0.22,0.018888,468.0,394.0,2.997,53.5293,5.5769,12.7,512.0,4838.0,4.61,True,exoplanets.org
Kepler-80 e,0.0,0.001,0.006,0.15,0.012177,903.0,760.0,3.149,4.6454,1.989,12.3,,4613.0,4.69,True,exoplanets.org
Kepler-787 b,0.001,0.001,0.005,0.11,0.006887,1508.0,1268.0,3.118,0.9283,1.296,13.1,468.0,4248.0,4.67,True,exoplanets.org
Kepler-788 b,0.0,0.001,0.005,0.23,0.020198,1342.0,1129.0,2.987,8.3985,6.4879,13.9,1649.0,6159.0,4.32,True,exoplanets.org
Kepler-789 b,0.0,0.001,0.006,0.19,0.015771,1181.0,993.0,3.039,8.6385,5.4301,13.0,915.0,5870.0,4.42,True,exoplanets.org
KOI 1316.01,0.0,0.001,0.005,0.13,0.010799,1487.0,1251.0,3.216,7.6497,6.625,10.6,,5855.0,4.125,True,exoplanets.org
Kepler-78 b,0.016,0.004,0.022,0.1,0.00585,2622.0,2205.0,3.132,0.355,0.814,9.6,,5089.0,4.6,True,exoplanets.org
Kepler-790 b,0.0,0.0,0.004,0.19,0.016274,820.0,689.0,3.03,13.7347,2.3574,13.2,727.0,5208.0,4.56,True,exoplanets.org
Kepler-791 b,0.0,0.001,0.005,0.27,0.027721,1242.0,1045.0,2.968,14.554,6.2539,13.2,1447.0,6383.0,4.21,True,exoplanets.org
Kepler-792 b,0.0,0.0,0.003,0.17,0.014466,1137.0,956.0,3.068,11.3012,3.9792,13.5,1205.0,5971.0,4.38,True,exoplanets.org
Kepler-793 b,0.0,0.0,0.003,0.12,0.008666,1436.0,1208.0,3.159,4.2415,3.115,12.9,794.0,5745.0,4.46,True,exoplanets.org
Kepler-794 b,0.0,0.0,0.005,0.19,0.015673,1222.0,1028.0,3.041,11.1313,4.1751,12.0,763.0,5839.0,4.23,True,exoplanets.org
Kepler-79 b,,,,0.32,0.0343,1099.0,924.0,2.93,13.485,,12.6,,6187.0,4.42,True,exoplanets.org
Kepler-795 b,0.0,0.0,0.005,0.15,0.012449,738.0,620.0,3.137,29.6193,4.9768,11.7,458.0,5631.0,4.45,True,exoplanets.org
Kepler-796 b,0.0,0.0,0.005,0.12,0.007307,1276.0,1073.0,3.129,6.4009,2.5038,11.1,377.0,5475.0,4.33,True,exoplanets.org
Kepler-797 b,0.0,0.0,0.006,0.19,0.016274,760.0,639.0,3.03,27.0724,6.943,12.8,752.0,5680.0,4.47,True,exoplanets.org
KOI 1336.04,0.0,0.0,0.003,0.14,0.012207,1577.0,1326.0,3.166,4.4581,2.867,13.3,,6100.0,4.376,True,exoplanets.org
